-79.07171,43.25919,0
-79.07758,43.26161,0
-79.08592,43.26344,0
-79.09538,43.26159,0
-79.10929,43.25836,0
-79.12177,43.25681,0
-79.12766,43.24115,0
-79.12531,43.25125,0
-79.12772,43.25504,0
-79.13767,43.25317,0
-79.15736,43.24414,0
-79.18034,43.23595,0
-79.19271,43.23201,0
-79.20634,43.22842,0
-79.21259,43.22773,0
-79.21465,43.22932,0
-79.22240,43.22860,0
-79.22390,43.22253,0
-79.23795,43.21709,0
-79.24768,43.21011,0
-79.25558,43.20718,0
-79.26814,43.20214,0
-79.29404,43.19258,0
-79.31197,43.18412,0
-79.32328,43.17947,0
-79.34679,43.17872,0
-79.36137,43.17965,0
-79.37244,43.18102,0
-79.37581,43.18332,0
-79.39167,43.19079,0
-79.40927,43.19786,0
-79.43118,43.20023,0
-79.45269,43.19934,0
-79.47889,43.19703,0
-79.50201,43.19846,0
-79.50726,43.19833,0
-79.53030,43.19792,0
-79.54582,43.20301,0
-79.55839,43.20908,0
-79.57565,43.20845,0
-79.59203,43.21021,0
-79.61015,43.22216,0
-79.62706,43.22976,0
-79.65093,43.22583,0
-79.66067,43.22503,0
-79.67531,43.23213,0
-79.68147,43.23489,0
-79.70242,43.23798,0
-79.72858,43.24456,0
-79.74367,43.24544,0
-79.76099,43.25556,0
-79.77467,43.26815,0
-79.78461,43.28122,0
-79.79016,43.29166,0
-79.79454,43.29885,0
-79.79963,43.30511,0
-79.80144,43.31583,0
-79.79878,43.32286,0
-79.78625,43.32832,0
-79.76550,43.34004,0
-79.75057,43.35269,0
-79.73532,43.36427,0
-79.71998,43.37400,0
-79.71252,43.38554,0
-79.70597,43.39540,0
-79.69893,43.40034,0
-79.69180,43.40364,0
-79.69033,43.40953,0
-79.69011,43.41521,0
-79.68494,43.41735,0
-79.68360,43.42598,0
-79.67819,43.42849,0
-79.67886,43.43195,0
-79.67062,43.43820,0
-79.66105,43.44815,0
-79.64856,43.46017,0
-79.63658,43.47256,0
-79.62307,43.48460,0
-79.61538,43.49212,0
-79.60657,43.49728,0
-79.60398,43.51142,0
-79.60290,43.53082,0
-79.59657,43.54067,0
-79.58841,43.54380,0
-79.58570,43.55028,0
-79.57787,43.55505,0
-79.56787,43.56206,0
-79.56007,43.56776,0
-79.55487,43.56953,0
-79.54662,43.57632,0
-79.54244,43.58392,0
-79.53513,43.58904,0
-79.51836,43.59166,0
-79.50192,43.59610,0
-79.48857,43.60722,0
-79.48624,43.61678,0
-79.47771,43.62869,0
-79.46854,43.63750,0
-79.45869,43.63739,0
-79.44709,43.63750,0
-79.43295,43.63182,0
-79.42531,43.63018,0
-79.41357,43.63284,0
-79.40518,43.63688,0
-79.39919,43.63265,0
-79.39005,43.63707,0
-79.36665,43.64421,0
-79.34607,43.65220,0
-79.34519,43.64949,0
-79.35785,43.64479,0
-79.35465,43.64104,0
-79.32920,43.65315,0
-79.32661,43.65176,0
-79.35344,43.63631,0
-79.36233,43.62641,0
-79.37757,43.61764,0
-79.38810,43.61611,0
-79.39043,43.62318,0
-79.39209,43.63190,0
-79.40165,43.63131,0
-79.40903,43.62729,0
-79.40191,43.62582,0
-79.39361,43.61524,0
-79.38781,43.60972,0
-79.37122,43.61670,0
-79.35855,43.62651,0
-79.34772,43.63261,0
-79.33701,43.64146,0
-79.33139,43.64561,0
-79.32496,43.64284,0
-79.32909,43.63342,0
-79.34000,43.62347,0
-79.34670,43.61527,0
-79.34369,43.60986,0
-79.33864,43.60981,0
-79.34135,43.61412,0
-79.33814,43.62133,0
-79.32824,43.63125,0
-79.32180,43.64547,0
-79.31789,43.65415,0
-79.30879,43.65967,0
-79.28424,43.66957,0
-79.26766,43.68311,0
-79.24321,43.70177,0
-79.22549,43.71862,0
-79.21185,43.73063,0
-79.19421,43.74382,0
-79.17450,43.75578,0
-79.15166,43.75975,0
-79.13802,43.77213,0
-79.12206,43.78984,0
-79.10735,43.80129,0
-79.09158,43.81170,0
-79.06390,43.80900,0
-79.05381,43.80959,0
-79.03964,43.81592,0
-79.02372,43.81625,0
-79.01170,43.81961,0
-78.99504,43.82690,0
-78.97418,43.83063,0
-78.96146,43.84204,0
-78.94098,43.84904,0
-78.93320,43.85084,0
-78.91588,43.84790,0
-78.90233,43.84434,0
-78.89650,43.85085,0
-78.88439,43.85201,0
-78.87163,43.84915,0
-78.85180,43.85374,0
-78.83274,43.85868,0
-78.82412,43.86506,0
-78.81211,43.86913,0
-78.79525,43.86489,0
-78.78474,43.86819,0
-78.75864,43.86759,0
-78.74296,43.86825,0
-78.73287,43.86935,0
-78.71960,43.86613,0
-78.71128,43.86720,0
-78.70068,43.87542,0
-78.68112,43.88127,0
-78.67023,43.88877,0
-78.64959,43.89243,0
-78.62897,43.89682,0
-78.61053,43.89860,0
-78.60284,43.89546,0
-78.58158,43.89600,0
-78.57431,43.89850,0
-78.55849,43.89457,0
-78.54253,43.89484,0
-78.52821,43.89837,0
-78.50802,43.90054,0
-78.49556,43.89909,0
-78.48260,43.89767,0
-78.46271,43.90147,0
-78.44876,43.90936,0
-78.43142,43.91402,0
-78.40941,43.91492,0
-78.39720,43.92206,0
-78.38414,43.92591,0
-78.37488,43.92971,0
-78.34990,43.93357,0
-78.34030,43.93462,0
-78.33407,43.93819,0
-78.30754,43.94115,0
-78.28741,43.94638,0
-78.26928,43.95066,0
-78.24785,43.95499,0
-78.22951,43.95160,0
-78.21785,43.95158,0
-78.20326,43.95599,0
-78.19418,43.95757,0
-78.17919,43.95632,0
-78.16151,43.95876,0
-78.14906,43.95765,0
-78.13360,43.95803,0
-78.11211,43.96032,0
-78.09354,43.96824,0
-78.07273,43.96706,0
-78.04971,43.96954,0
-78.03019,43.96959,0
-78.01462,43.96486,0
-78.00273,43.96609,0
-77.98318,43.97602,0
-77.96674,43.97749,0
-77.94940,43.97350,0
-77.93972,43.97142,0
-77.92883,43.97210,0
-77.91373,43.97702,0
-77.90011,43.98046,0
-77.89351,43.98035,0
-77.87901,43.97795,0
-77.86948,43.98336,0
-77.86102,43.99076,0
-77.84510,43.99386,0
-77.83405,43.99927,0
